0.00,28344563.95,98.84,0.00,98.84,0.00,23872186.05,0.00,98.84,0.00,0.00,0.00,0.00,0.00,130.23,0.00,98.84,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00,0.00,37.21,0.00,18.60,9.30
28345353.49,0.00,28344186.05,279.07,0.00,279.07,0.00,24596000.00,0.00,279.07,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00,0.00,37.21,0.00,18.60
23.26,28345069.77,0.00,28344563.95,0.00,0.00,0.00,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00,0.00,37.21,0.00
4.65,297.67,28345348.84,0.00,28344186.05,0.00,0.00,279.07,0.00,24596000.00,0.00,279.07,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00,0.00,37.21
41.86,0.00,18.60,28345069.77,0.00,28344563.95,98.84,0.00,0.00,0.00,22360000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00,0.00
0.00,316.28,0.00,18.60,28345353.49,0.00,0.00,279.07,0.00,0.00,0.00,21636186.05,0.00,279.07,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00,0.00,0.00,0.00,74.42,0.00,0.00
23872986.05,0.00,37.21,0.00,23.26,9.30,0.00,29068377.91,0.00,0.00,0.00,0.00,23872186.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00
0.00,24596204.65,0.00,316.28,4.65,297.67,29068567.44,0.00,29068000.00,0.00,0.00,0.00,0.00,24596000.00,0.00,279.07,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00,0.00,0.00,0.00,74.42
79.07,0.00,24596204.65,0.00,37.21,0.00,18.60,29068288.37,0.00,29068377.91,98.84,0.00,98.84,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,353.49,0.00,24596204.65,0.00,37.21,0.00,18.60,29068572.09,0.00,29068000.00,279.07,0.00,279.07,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00,0.00,0.00
0.00,0.00,74.42,0.00,22360186.05,0.00,37.21,0.00,23.26,29068288.37,0.00,29068377.91,0.00,0.00,0.00,0.00,22360000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,353.49,0.00,21636967.44,0.00,37.21,4.65,297.67,29068567.44,0.00,0.00,0.00,0.00,279.07,0.00,21636186.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,279.07,0.00,0.00
4.65,0.00,0.00,0.00,74.42,0.00,23872986.05,0.00,37.21,0.00,18.60,9.30,0.00,29068377.91,98.84,0.00,0.00,0.00,23872186.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,353.49,0.00,24596204.65,0.00,316.28,0.00,18.60,29068572.09,0.00,29068000.00,279.07,0.00,0.00,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,279.07,0.00
0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,24596204.65,0.00,37.21,0.00,23.26,29068288.37,0.00,29068377.91,0.00,0.00,0.00,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.23,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,353.49,0.00,24596204.65,0.00,316.28,4.65,297.67,29068567.44,0.00,29068000.00,0.00,0.00,0.00,0.00,24596000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409.30
134.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,22360186.05,0.00,37.21,0.00,18.60,29068288.37,0.00,29068377.91,98.84,0.00,98.84,0.00,22360000.00,0.00,98.84,0.00,0.00,0.00,0.00,0.00
0.00,409.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,21636967.44,0.00,37.21,0.00,18.60,29068572.09,0.00,0.00,279.07,0.00,279.07,0.00,21636186.05,0.00,279.07,0.00,0.00,0.00,0.00
0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,23872986.05,0.00,37.21,0.00,23.26,9.30,0.00,29068377.91,0.00,0.00,0.00,0.00,23872186.05,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,409.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,24596204.65,0.00,37.21,4.65,297.67,29068567.44,0.00,29068000.00,0.00,0.00,279.07,0.00,24596000.00,0.00,279.07,0.00,0.00
0.00,0.00,0.00,0.00,130.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,24596204.65,0.00,41.86,0.00,18.60,29068288.37,0.00,29068377.91,98.84,0.00,0.00,0.00,24596000.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,409.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,0.00,24596204.65,0.00,316.28,0.00,18.60,29068572.09,0.00,29068000.00,279.07,0.00,0.00,0.00,24596000.00,279.07,0.00
