0.00,90.83,17.50,0.00,17.50,6.67
96.67,0.00,0.00,100.00,86.67,13.33
16.67,6.67,0.00,90.83,13.33,0.00
3.33,100.00,93.33,0.00,0.00,100.00
16.67,86.67,13.33,6.67,0.00,90.83
0.00,13.33,0.00,100.00,216.67,0.00
