129422222.22,129499166.67,129499255.56,0.00,411.11,0.00,0.00,0.00,766.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
129499244.44,0.00,0.00,129499200.00,129422222.22,355.56,0.00,0.00,0.00,711.11,0.00,0.00,0.00,0.00,0.00,0.00
129499333.33,0.00,0.00,129499166.67,0.00,0.00,355.56,0.00,129422222.22,0.00,711.11,0.00,0.00,0.00,0.00,0.00
133.33,129499200.00,129499111.11,0.00,0.00,0.00,0.00,355.56,0.00,0.00,0.00,711.11,129422222.22,0.00,0.00,0.00
488.89,129422222.22,0.00,0.00,0.00,129499166.67,129499255.56,0.00,0.00,0.00,0.00,0.00,711.11,0.00,0.00,0.00
0.00,355.56,0.00,0.00,129499244.44,129422222.22,0.00,129499200.00,0.00,0.00,0.00,0.00,0.00,711.11,0.00,0.00
0.00,0.00,355.56,0.00,129499333.33,0.00,0.00,129499166.67,0.00,129422222.22,0.00,0.00,0.00,0.00,711.11,0.00
0.00,0.00,0.00,355.56,133.33,129499200.00,129499111.11,0.00,0.00,0.00,0.00,0.00,0.00,129422222.22,0.00,711.11
844.44,0.00,129422222.22,0.00,0.00,0.00,0.00,0.00,0.00,129499166.67,129499255.56,0.00,411.11,0.00,0.00,0.00
0.00,711.11,0.00,0.00,0.00,0.00,129422222.22,0.00,129499244.44,0.00,0.00,129499200.00,0.00,355.56,0.00,0.00
0.00,0.00,711.11,0.00,0.00,0.00,0.00,0.00,129499333.33,0.00,129422222.22,129499166.67,0.00,0.00,355.56,0.00
0.00,0.00,0.00,711.11,0.00,0.00,0.00,0.00,133.33,129499200.00,129499111.11,0.00,0.00,0.00,129422222.22,355.56
133.33,0.00,0.00,129422222.22,711.11,0.00,0.00,0.00,355.56,0.00,0.00,0.00,0.00,129499166.67,129499255.56,0.00
0.00,0.00,0.00,0.00,0.00,711.11,0.00,129422222.22,0.00,355.56,0.00,0.00,129499244.44,0.00,0.00,129499200.00
0.00,0.00,0.00,0.00,0.00,0.00,711.11,0.00,0.00,0.00,355.56,129422222.22,129499333.33,0.00,0.00,129499166.67
0.00,0.00,0.00,0.00,0.00,0.00,0.00,711.11,0.00,0.00,0.00,355.56,133.33,129499200.00,129499111.11,129422222.22
