0.00,908.33,41.67,0.00,41.67,0.00,0.00,0.00,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00,0.00,266.67,0.00,133.33,66.67
966.67,0.00,0.00,866.67,0.00,866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00,0.00,266.67,0.00,133.33
166.67,66.67,0.00,908.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00,0.00,266.67,0.00
33.33,1000.00,933.33,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00,0.00,266.67
300.00,0.00,133.33,66.67,0.00,908.33,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00,0.00
0.00,1133.33,0.00,133.33,2166.67,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00,0.00
0.00,0.00,266.67,0.00,1366.67,66.67,0.00,908.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33,0.00
0.00,0.00,0.00,1133.33,1233.33,1000.00,933.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,533.33
566.67,0.00,0.00,0.00,266.67,0.00,133.33,66.67,0.00,908.33,41.67,0.00,41.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1400.00,0.00,0.00,0.00,266.67,0.00,133.33,2166.67,0.00,0.00,866.67,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1866.67,0.00,0.00,0.00,866.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1066.67,0.00,0.00,0.00,0.00,0.00,0.00
