0.00,104873083.33,107183616.67,0.00,109621216.67,0.00,0.00,0.00
104872333.33,0.00,0.00,107182666.67,0.00,109620266.67,0.00,0.00
107182866.67,0.00,0.00,104873083.33,0.00,0.00,109620266.67,0.00
200.00,107182666.67,104872133.33,0.00,0.00,0.00,0.00,109620266.67
109620466.67,0.00,0.00,0.00,0.00,104873083.33,107183616.67,0.00
0.00,109620266.67,0.00,0.00,104872333.33,0.00,0.00,107182666.67
0.00,0.00,109620266.67,0.00,107182866.67,0.00,0.00,104873083.33
0.00,0.00,0.00,109620266.67,200.00,107182666.67,104872133.33,0.00
