0.00,316.22,337.84,0.00,381.08,0.00,0.00,0.00,467.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
313.51,0.00,0.00,324.32,0.00,367.57,0.00,0.00,0.00,454.05,0.00,0.00,0.00,0.00,0.00,0.00
335.14,0.00,0.00,316.22,0.00,0.00,367.57,0.00,0.00,0.00,454.05,0.00,0.00,0.00,0.00,0.00
10.81,324.32,302.70,0.00,0.00,0.00,0.00,367.57,0.00,0.00,0.00,454.05,0.00,0.00,0.00,0.00
378.38,0.00,0.00,0.00,0.00,316.22,337.84,0.00,0.00,0.00,0.00,0.00,454.05,0.00,0.00,0.00
0.00,367.57,0.00,0.00,702.70,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,454.05,0.00,0.00
0.00,0.00,367.57,0.00,724.32,0.00,0.00,316.22,0.00,0.00,0.00,0.00,0.00,0.00,454.05,0.00
0.00,0.00,0.00,367.57,400.00,324.32,302.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.05
464.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,316.22,337.84,0.00,381.08,0.00,0.00,0.00
0.00,454.05,0.00,0.00,0.00,0.00,0.00,0.00,702.70,0.00,0.00,324.32,0.00,367.57,0.00,0.00
0.00,0.00,454.05,0.00,0.00,0.00,0.00,0.00,724.32,0.00,0.00,316.22,0.00,0.00,367.57,0.00
0.00,0.00,0.00,454.05,0.00,0.00,0.00,0.00,400.00,324.32,302.70,0.00,0.00,0.00,0.00,367.57
10.81,0.00,0.00,0.00,454.05,0.00,0.00,0.00,367.57,0.00,0.00,0.00,0.00,316.22,337.84,0.00
0.00,0.00,0.00,0.00,0.00,454.05,0.00,0.00,0.00,367.57,0.00,0.00,702.70,0.00,0.00,324.32
0.00,0.00,0.00,0.00,0.00,0.00,454.05,0.00,0.00,0.00,367.57,0.00,724.32,0.00,0.00,316.22
0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.05,0.00,0.00,0.00,367.57,400.00,324.32,302.70,0.00
