0.00,32940979.73,114.86,0.00,114.86,0.00,0.00,0.00,114.86,19947567.57,0.00,0.00,0.00,140.54,0.00,0.00,114.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.97,0.00,0.00,114.86,0.00,0.00,0.00,0.00,86.49,0.00,0.00,0.00,43.24,0.00,21.62,10.81
32941897.30,0.00,32940540.54,324.32,0.00,324.32,0.00,0.00,0.00,324.32,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.32,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00,0.00,43.24,0.00,21.62
27.03,32941567.57,0.00,32940979.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00,0.00,43.24,0.00
5.41,345.95,32941891.89,0.00,32940540.54,0.00,0.00,324.32,0.00,0.00,0.00,324.32,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.32,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00,0.00,43.24
48.65,0.00,21.62,32941567.57,0.00,32940979.73,114.86,0.00,0.00,0.00,0.00,0.00,0.00,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00,0.00
0.00,367.57,0.00,21.62,32941897.30,0.00,32940540.54,324.32,0.00,0.00,0.00,0.00,0.00,324.32,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.32,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00,0.00
0.00,0.00,43.24,0.00,27.03,32941567.57,0.00,32940979.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49,0.00
0.00,0.00,0.00,367.57,5.41,345.95,32941891.89,0.00,32940540.54,0.00,0.00,0.00,0.00,0.00,0.00,324.32,18190162.16,0.00,0.00,0.00,140.54,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.32,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.49
91.89,0.00,0.00,0.00,43.24,0.00,21.62,32941567.57,0.00,439.19,114.86,0.00,114.86,0.00,0.00,0.00,0.00,17348972.97,0.00,0.00,0.00,140.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19948432.43,410.81,0.00,0.00,0.00,43.24,0.00,21.62,340.54,0.00,33781729.73,324.32,0.00,324.32,0.00,0.00,0.00,0.00,19947567.57,0.00,0.00,0.00,140.54,0.00,0.00,324.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,324.32,0.00,0.00,0.00,0.00,172.97,0.00,0.00,0.00,0.00,0.00,0.00
