0.00,27072251.11,44.89,18525617.78,44.89,3.56
27072688.00,0.00,27072106.67,113.78,17947733.33,7.11
8.89,27072579.56,0.00,144.44,7.11,17670968.89
18526003.56,113.78,110.22,0.00,27072106.67,113.78
8.89,17947882.67,7.11,27072579.56,0.00,27072251.11
0.00,7.11,17671345.78,113.78,27072688.00,0.00
