0.00,389.29,17.86,0.00,17.86,142.86,0.00,0.00,17.86,0.00,0.00,0.00,0.00,228.57,0.00,0.00,17.86,114.29,0.00,57.14,28.57
414.29,0.00,0.00,371.43,0.00,371.43,142.86,0.00,0.00,371.43,0.00,0.00,0.00,371.43,228.57,0.00,0.00,0.00,114.29,0.00,57.14
71.43,28.57,0.00,389.29,0.00,0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.57,0.00,0.00,0.00,114.29,0.00
14.29,428.57,400.00,0.00,0.00,0.00,0.00,371.43,142.86,0.00,371.43,0.00,0.00,0.00,371.43,0.00,228.57,0.00,0.00,0.00,114.29
128.57,0.00,57.14,28.57,0.00,389.29,17.86,0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.57,0.00,0.00,0.00
0.00,485.71,0.00,57.14,928.57,0.00,0.00,371.43,0.00,0.00,142.86,371.43,0.00,0.00,0.00,371.43,0.00,0.00,228.57,0.00,0.00
0.00,0.00,114.29,0.00,585.71,28.57,0.00,389.29,0.00,0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.57,0.00
0.00,0.00,0.00,485.71,528.57,428.57,400.00,0.00,0.00,0.00,0.00,0.00,514.29,0.00,0.00,0.00,371.43,0.00,0.00,0.00,228.57
242.86,0.00,0.00,0.00,114.29,0.00,57.14,28.57,0.00,389.29,17.86,0.00,17.86,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,600.00,0.00,0.00,0.00,114.29,0.00,57.14,928.57,0.00,371.43,371.43,0.00,0.00,142.86,0.00,0.00,371.43,0.00,0.00,0.00
0.00,0.00,228.57,371.43,0.00,0.00,114.29,0.00,585.71,400.00,0.00,17.86,371.43,0.00,0.00,142.86,0.00,0.00,371.43,0.00,0.00
0.00,0.00,0.00,228.57,0.00,371.43,0.00,114.29,528.57,428.57,28.57,0.00,371.43,0.00,0.00,0.00,142.86,0.00,0.00,371.43,0.00
14.29,0.00,0.00,0.00,228.57,0.00,0.00,371.43,114.29,0.00,428.57,400.00,0.00,17.86,17.86,0.00,0.00,142.86,0.00,0.00,371.43
0.00,371.43,0.00,0.00,0.00,228.57,0.00,0.00,0.00,114.29,0.00,57.14,557.14,0.00,371.43,371.43,0.00,371.43,142.86,0.00,0.00
0.00,0.00,0.00,371.43,0.00,0.00,228.57,0.00,0.00,0.00,114.29,0.00,585.71,400.00,0.00,17.86,371.43,0.00,371.43,142.86,0.00
0.00,0.00,0.00,0.00,0.00,371.43,0.00,228.57,0.00,0.00,0.00,114.29,528.57,428.57,28.57,0.00,371.43,0.00,0.00,371.43,142.86
157.14,0.00,0.00,0.00,0.00,0.00,0.00,371.43,228.57,0.00,0.00,0.00,114.29,0.00,428.57,400.00,0.00,17.86,17.86,0.00,389.29
0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,485.71,0.00,57.14,557.14,0.00,371.43,371.43,0.00
0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,485.71,0.00,585.71,400.00,0.00,17.86,371.43
0.00,0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,485.71,528.57,428.57,28.57,0.00,371.43
0.00,0.00,0.00,0.00,142.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,0.00,1014.29,0.00,428.57,400.00,0.00
