0.00,78748100.00,109700.00,78639200.00,82208100.00,0.00,0.00,0.00,114500.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,86024100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78779600.00,0.00,78711200.00,104000.00,0.00,82202400.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105200.00,78639200.00,0.00,78748100.00,0.00,0.00,82202400.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78712400.00,104000.00,78778400.00,0.00,0.00,0.00,0.00,82202400.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82239600.00,0.00,0.00,0.00,0.00,78748100.00,109700.00,78639200.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,82238400.00,0.00,0.00,78779600.00,0.00,78711200.00,104000.00,0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,82238400.00,0.00,105200.00,78639200.00,0.00,78748100.00,0.00,0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,82238400.00,78712400.00,104000.00,78778400.00,0.00,0.00,0.00,0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110000.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,0.00,78748100.00,109700.00,78639200.00,82208100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,108800.00,0.00,0.00,0.00,82096800.00,0.00,0.00,78779600.00,0.00,78711200.00,104000.00,0.00,82202400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,108800.00,0.00,0.00,0.00,82096800.00,0.00,105200.00,78639200.00,0.00,78748100.00,0.00,0.00,82202400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82096800.00,78712400.00,104000.00,78778400.00,0.00,0.00,0.00,0.00,82202400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00,0.00
82170000.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82238400.00,0.00,0.00,0.00,0.00,78748100.00,109700.00,78639200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00,0.00
0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82238400.00,0.00,0.00,78779600.00,0.00,78711200.00,104000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00,0.00
0.00,0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82238400.00,0.00,105200.00,78639200.00,0.00,78748100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00,0.00
0.00,0.00,0.00,82168800.00,0.00,0.00,0.00,108800.00,0.00,0.00,0.00,82238400.00,78712400.00,104000.00,78778400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86018400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85903200.00
86055600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78748100.00,109700.00,78639200.00,82208100.00,0.00,0.00,0.00,114500.00,0.00,0.00,0.00,82096800.00,0.00,0.00,0.00,85975200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
