0.00,26321032.05,108.97,0.00,150.00,0.00,26320615.38,0.00,108.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.97,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00,0.00,150.00,0.00,20.51,10.26
26321861.54,0.00,26320615.38,307.69,0.00,348.72,0.00,27118666.67,307.69,0.00,0.00,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00,0.00,41.03,0.00,20.51
25.64,26321548.72,0.00,26321032.05,0.00,0.00,41.03,0.00,27118666.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00,0.00,41.03,0.00
5.13,328.21,26321856.41,0.00,26320615.38,0.00,0.00,348.72,0.00,27118974.36,0.00,0.00,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00,0.00,41.03
46.15,0.00,20.51,26321548.72,0.00,26321032.05,108.97,0.00,41.03,0.00,24653333.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00,0.00
0.00,348.72,0.00,20.51,26321861.54,0.00,0.00,307.69,0.00,41.03,307.69,23855282.05,0.00,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,0.00
26321497.44,0.00,41.03,0.00,25.64,10.26,0.00,27119083.33,0.00,0.00,41.03,0.00,26320615.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00
0.00,27118892.31,0.00,348.72,5.13,328.21,27119251.28,0.00,27118666.67,0.00,0.00,348.72,0.00,27118666.67,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05
87.18,307.69,27118892.31,0.00,41.03,0.00,20.51,27118943.59,0.00,27119083.33,416.67,0.00,150.00,0.00,27118666.67,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,82.05,0.00,27119200.00,0.00,41.03,0.00,20.51,27119256.41,0.00,27118666.67,307.69,0.00,41.03,0.00,27118666.67,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,82.05,0.00,24653538.46,307.69,41.03,0.00,333.33,27118943.59,0.00,27119083.33,0.00,0.00,41.03,0.00,24653333.33,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,82.05,0.00,23856143.59,0.00,348.72,5.13,328.21,27119251.28,0.00,0.00,0.00,0.00,41.03,0.00,23855282.05,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00
5.13,307.69,0.00,0.00,82.05,0.00,26321497.44,0.00,41.03,0.00,20.51,10.26,0.00,27119083.33,416.67,0.00,348.72,0.00,26320615.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00,0.00
0.00,0.00,0.00,307.69,0.00,82.05,0.00,27118892.31,0.00,41.03,0.00,20.51,27119256.41,0.00,27118666.67,307.69,0.00,348.72,0.00,27118666.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00,0.00
0.00,0.00,0.00,0.00,0.00,307.69,82.05,0.00,27118892.31,0.00,41.03,0.00,333.33,27118943.59,0.00,27119083.33,0.00,0.00,348.72,0.00,27118666.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.74,0.00,27118892.31,0.00,41.03,5.13,328.21,27119251.28,0.00,27118666.67,0.00,0.00,348.72,0.00,27118666.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00,164.10
169.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.74,0.00,24653538.46,0.00,348.72,0.00,20.51,27118943.59,0.00,27119083.33,416.67,0.00,150.00,0.00,24653333.33,0.00,108.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00,0.00
0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.74,0.00,23856143.59,0.00,348.72,0.00,20.51,27119256.41,0.00,0.00,307.69,0.00,41.03,0.00,23855282.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00,0.00
0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.74,0.00,26321497.44,0.00,348.72,0.00,333.33,10.26,0.00,27119083.33,0.00,0.00,41.03,0.00,26320615.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69,0.00
0.00,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.74,0.00,27118892.31,0.00,348.72,5.13,328.21,27119251.28,0.00,27118666.67,0.00,0.00,41.03,0.00,27118666.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307.69
0.00,307.69,0.00,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,27118892.31,0.00,46.15,0.00,20.51,27118943.59,0.00,27119083.33,416.67,0.00,348.72,0.00,27118666.67,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,307.69,0.00,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,27118892.31,0.00,41.03,0.00,20.51,27119256.41,0.00,27118666.67,307.69,0.00,348.72,0.00,27118666.67,0.00,307.69,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,307.69,164.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,24653538.46,0.00,41.03,0.00,333.33,27118943.59,0.00,27119083.33,0.00,0.00,348.72,0.00,24653333.33,0.00,307.69,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,471.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.05,0.00,23856143.59,0.00,41.03,5.13,328.21,27119251.28,0.00,0.00,0.00,0.00,348.72,0.00,23855282.05,0.00,307.69,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,471.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87.18,0.00,26321497.44,0.00,348.72,0.00,20.51,10.26,0.00,24653750.00,416.67,0.00,150.00,0.00,26320615.38,0.00,307.69,0.00,0.00,0.00
