0.00,436.00,20.00,0.00,20.00,0.00,0.00,0.00,276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,276.00,0.00,0.00,0.00,128.00,0.00,64.00,32.00
464.00,0.00,0.00,416.00,0.00,416.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,416.00,256.00,0.00,0.00,0.00,128.00,0.00,64.00
80.00,32.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00
16.00,480.00,448.00,0.00,0.00,0.00,0.00,416.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,0.00,0.00,416.00,0.00,256.00,0.00,0.00,0.00,128.00
144.00,0.00,64.00,32.00,0.00,436.00,20.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00
0.00,544.00,0.00,64.00,1040.00,0.00,0.00,416.00,0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,0.00,416.00,0.00,0.00,256.00,0.00,0.00
0.00,0.00,128.00,0.00,656.00,32.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00
0.00,0.00,0.00,544.00,592.00,480.00,448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,416.00,0.00,0.00,0.00,256.00
272.00,0.00,0.00,0.00,128.00,0.00,64.00,32.00,0.00,436.00,20.00,0.00,20.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,672.00,0.00,0.00,0.00,128.00,0.00,64.00,1040.00,0.00,0.00,416.00,0.00,416.00,0.00,0.00,0.00,256.00,0.00,0.00,416.00,0.00,0.00,0.00
0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,656.00,32.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,672.00,0.00,0.00,0.00,128.00,592.00,480.00,448.00,0.00,0.00,0.00,0.00,416.00,0.00,0.00,0.00,256.00,0.00,416.00,0.00,0.00
16.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,64.00,32.00,0.00,436.00,20.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,544.00,0.00,64.00,1040.00,0.00,0.00,416.00,0.00,0.00,0.00,0.00,0.00,256.00,416.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,656.00,32.00,0.00,436.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,544.00,592.00,480.00,448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00
272.00,416.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,64.00,32.00,0.00,436.00,436.00,0.00,436.00,0.00,0.00,0.00
0.00,256.00,0.00,416.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,64.00,1040.00,0.00,0.00,416.00,0.00,416.00,0.00,0.00
0.00,0.00,256.00,0.00,0.00,416.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,0.00,1072.00,32.00,0.00,436.00,0.00,0.00,416.00,0.00
0.00,0.00,0.00,256.00,0.00,0.00,0.00,416.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,128.00,592.00,480.00,448.00,0.00,0.00,0.00,0.00,416.00
0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,416.00,0.00,0.00,256.00,0.00,0.00,0.00,1136.00,0.00,64.00,32.00,0.00,436.00,436.00,0.00
0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,416.00,0.00,256.00,0.00,0.00,0.00,544.00,0.00,64.00,1040.00,0.00,0.00,416.00
0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,416.00,256.00,0.00,0.00,0.00,544.00,0.00,1072.00,32.00,0.00,436.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,544.00,592.00,480.00,448.00,0.00
