0.00,545.00,25.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,80.00,40.00
580.00,0.00,0.00,520.00,0.00,520.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,80.00
100.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00
20.00,600.00,560.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00
180.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00
0.00,680.00,0.00,80.00,1300.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00
0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00
0.00,0.00,0.00,680.00,740.00,600.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,320.00
340.00,0.00,0.00,0.00,160.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,840.00,0.00,0.00,0.00,160.00,0.00,80.00,1300.00,0.00,0.00,520.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00
0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,840.00,0.00,0.00,0.00,160.00,740.00,600.00,560.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00
20.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,0.00,680.00,0.00,80.00,1300.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,520.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,0.00,680.00,740.00,600.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1080.00
580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,80.00,1300.00,0.00,0.00,520.00,0.00,520.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00
0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,740.00,600.00,560.00,0.00,0.00,0.00,0.00,520.00,0.00,0.00,0.00,520.00,0.00,0.00
0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,900.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,680.00,0.00,80.00,1300.00,0.00,0.00,520.00,0.00,0.00,0.00,0.00,520.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,680.00,740.00,600.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,520.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,0.00,0.00,0.00,160.00,0.00,80.00,40.00,0.00,545.00,25.00,0.00,25.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,0.00,160.00,0.00,80.00,1300.00,0.00,0.00,520.00,520.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,0.00,0.00,160.00,0.00,820.00,40.00,0.00,545.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,0.00,0.00,0.00,160.00,740.00,600.00,560.00,0.00,0.00,520.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,520.00,0.00,0.00,740.00,0.00,0.00,0.00,320.00,520.00,0.00,0.00,160.00,520.00,80.00,40.00,0.00,545.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,0.00,520.00,0.00,0.00,0.00,0.00,0.00,320.00,0.00,520.00,0.00,160.00,0.00,600.00,1300.00,0.00
