0.00,29329150.00,121.43,0.00,121.43,0.00,0.00,0.00,21087550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00,22.86,11.43
29330074.29,0.00,29328685.71,342.86,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00,22.86
28.57,29329725.71,0.00,29329150.00,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71,0.00
5.71,365.71,29330068.57,0.00,29328685.71,0.00,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00,45.71
51.43,0.00,22.86,29329725.71,0.00,29329150.00,121.43,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00,0.00
0.00,388.57,0.00,22.86,29330074.29,0.00,29328685.71,342.86,0.00,0.00,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00,0.00
0.00,0.00,45.71,0.00,28.57,29329725.71,0.00,29329150.00,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43,0.00
0.00,0.00,0.00,388.57,5.71,365.71,29330068.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21087771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.43
21088440.00,0.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,30218407.14,121.43,0.00,121.43,0.00,0.00,0.00,21087428.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,21977302.86,0.00,0.00,0.00,45.71,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,342.86,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,5.71,365.71,30218594.29,0.00,30217942.86,0.00,0.00,342.86,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00
5.71,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,22.86,30218251.43,0.00,30218407.14,121.43,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,388.57,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088777.14,0.00,0.00,0.00,388.57,5.71,365.71,30218594.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21087428.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86
188.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088434.29,0.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,30218407.14,121.43,0.00,121.43,0.00,0.00,0.00,21087550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,5.71,365.71,30218594.29,0.00,30217942.86,0.00,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,51.43,0.00,22.86,30218251.43,0.00,30218407.14,121.43,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,388.57,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,0.00,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088434.29,0.00,0.00,0.00,388.57,5.71,365.71,30218594.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21087771.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088440.00,0.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,30218407.14,121.43,0.00,121.43,0.00,0.00,0.00,21087428.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,342.86,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,342.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,5.71,365.71,30218594.29,0.00,30217942.86,0.00,0.00,342.86,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,342.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,22.86,30218251.43,0.00,30218407.14,121.43,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,388.57,0.00,22.86,30218600.00,0.00,30217942.86,342.86,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,342.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,28.57,30218251.43,0.00,30218407.14,0.00,0.00,0.00,0.00,0.00,0.00,21976685.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088777.14,0.00,0.00,0.00,388.57,5.71,365.71,30218594.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21087428.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71
188.57,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088434.29,0.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,27471321.43,464.29,0.00,464.29,0.00,0.00,0.00,21087892.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,182.86,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,22.86,27471491.43,0.00,27470857.14,342.86,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,182.86,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,0.00,371.43,27471142.86,0.00,27471321.43,0.00,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,182.86,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,45.71,5.71,365.71,27471485.71,0.00,27470857.14,0.00,0.00,342.86,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,394.29,0.00,22.86,27471142.86,0.00,27471321.43,464.29,0.00,0.00,0.00,0.00,0.00,21977028.57,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,388.57,0.00,22.86,27471491.43,0.00,27470857.14,342.86,0.00,0.00,0.00,0.00,0.00,21977028.57,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21976960.00,0.00,0.00,0.00,388.57,0.00,371.43,27471142.86,0.00,27471321.43,0.00,0.00,0.00,0.00,0.00,0.00,21977028.57,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088434.29,0.00,0.00,0.00,388.57,5.71,365.71,27471485.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21087771.43
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088782.86,0.00,0.00,0.00,45.71,0.00,22.86,11.43,0.00,26582064.29,464.29,0.00,464.29,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,0.00,22.86,26582965.71,0.00,26581600.00,342.86,0.00,342.86,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,0.00,371.43,26582617.14,0.00,26582064.29,0.00,0.00,342.86,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,45.71,5.71,365.71,26582960.00,0.00,26581600.00,0.00,0.00,342.86
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,0.00,182.86,0.00,0.00,0.00,5.71,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,388.57,0.00,22.86,26582617.14,0.00,26582064.29,464.29,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,388.57,0.00,22.86,26582965.71,0.00,26581600.00,342.86
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.86,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21977302.86,0.00,0.00,0.00,388.57,0.00,371.43,26582617.14,0.00,26582064.29
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,525.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21088777.14,0.00,0.00,0.00,388.57,5.71,365.71,26582960.00,0.00
