0.00,473.91,21.74,0.00,21.74,0.00,0.00,0.00,21.74,0.00,347.83,0.00,0.00,0.00,0.00,0.00,21.74,0.00,278.26,0.00,0.00,0.00,139.13,0.00,69.57,34.78
504.35,0.00,0.00,452.17,0.00,452.17,0.00,0.00,0.00,452.17,0.00,347.83,0.00,0.00,0.00,0.00,0.00,452.17,0.00,278.26,0.00,0.00,0.00,139.13,0.00,69.57
86.96,34.78,0.00,473.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00
17.39,521.74,486.96,0.00,0.00,0.00,0.00,452.17,0.00,0.00,0.00,452.17,0.00,347.83,0.00,0.00,0.00,0.00,0.00,452.17,0.00,278.26,0.00,0.00,0.00,139.13
156.52,0.00,69.57,34.78,0.00,473.91,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00
0.00,591.30,0.00,69.57,1130.43,0.00,0.00,452.17,0.00,0.00,0.00,0.00,0.00,452.17,0.00,347.83,0.00,0.00,0.00,0.00,452.17,0.00,0.00,278.26,0.00,0.00
0.00,0.00,139.13,0.00,713.04,34.78,0.00,473.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00
0.00,0.00,0.00,591.30,643.48,521.74,486.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.17,0.00,347.83,0.00,0.00,0.00,452.17,0.00,0.00,0.00,278.26
295.65,0.00,0.00,0.00,139.13,0.00,69.57,34.78,0.00,473.91,21.74,0.00,21.74,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,730.43,0.00,0.00,0.00,139.13,0.00,69.57,1130.43,0.00,0.00,452.17,0.00,452.17,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,452.17,0.00,0.00,0.00
0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,713.04,34.78,0.00,473.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,730.43,0.00,0.00,0.00,139.13,643.48,521.74,486.96,0.00,0.00,0.00,0.00,452.17,0.00,0.00,0.00,0.00,0.00,347.83,0.00,452.17,0.00,0.00
17.39,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,69.57,34.78,0.00,473.91,21.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,730.43,0.00,0.00,0.00,591.30,0.00,69.57,1130.43,0.00,0.00,452.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,452.17,0.00
0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,713.04,34.78,0.00,473.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,730.43,0.00,0.00,0.00,591.30,643.48,521.74,486.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00
365.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,69.57,34.78,0.00,473.91,21.74,0.00,21.74,0.00,0.00,0.00,21.74,0.00
0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,69.57,1130.43,0.00,0.00,452.17,452.17,0.00,452.17,0.00,0.00,0.00
0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,713.04,34.78,0.00,473.91,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,643.48,521.74,486.96,0.00,0.00,452.17,0.00,452.17,0.00,0.00
0.00,0.00,0.00,0.00,347.83,452.17,0.00,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,782.61,452.17,69.57,34.78,0.00,473.91,21.74,0.00,452.17,0.00
0.00,0.00,0.00,0.00,0.00,347.83,0.00,452.17,0.00,0.00,0.00,0.00,0.00,278.26,0.00,0.00,0.00,139.13,0.00,521.74,1130.43,0.00,0.00,0.00,0.00,452.17
0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,452.17,0.00,0.00,0.00,0.00,278.26,0.00,0.00,452.17,139.13,0.00,713.04,34.78,0.00,473.91,452.17,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,452.17,0.00,0.00,0.00,278.26,0.00,0.00,0.00,591.30,643.48,69.57,486.96,0.00,0.00,452.17
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,452.17,0.00,0.00,921.74,0.00,0.00,0.00,591.30,0.00,521.74,34.78,0.00,473.91
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,452.17,0.00,278.26,0.00,0.00,0.00,591.30,0.00,521.74,1130.43,0.00
