0.00,78693650.00,80422850.00,0.00,55650.00,0.00,80368000.00,0.00,84057250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78691400.00,0.00,0.00,80420000.00,0.00,52800.00,0.00,80368000.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00,0.00
80444600.00,0.00,0.00,78693650.00,80416000.00,0.00,52800.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00
600.00,80444000.00,78690800.00,0.00,0.00,80416000.00,0.00,52800.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00
53400.00,0.00,80368000.00,0.00,0.00,78693650.00,80422850.00,0.00,0.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00
0.00,52800.00,0.00,80368000.00,78691400.00,0.00,0.00,80420000.00,0.00,0.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00
80416000.00,0.00,52800.00,0.00,80444600.00,0.00,0.00,78693650.00,0.00,0.00,0.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00
0.00,80416000.00,0.00,52800.00,600.00,80444000.00,78690800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00
84079000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78693650.00,80422850.00,0.00,55650.00,0.00,80368000.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,84078400.00,0.00,0.00,0.00,0.00,0.00,0.00,78691400.00,0.00,0.00,80420000.00,0.00,52800.00,0.00,80368000.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,84078400.00,0.00,0.00,0.00,0.00,0.00,80444600.00,0.00,0.00,78701650.00,80416000.00,0.00,76800.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129600.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,84078400.00,0.00,0.00,0.00,0.00,600.00,80444000.00,78698800.00,0.00,0.00,80416000.00,0.00,76800.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129600.00,0.00,0.00,0.00,0.00
600.00,0.00,0.00,0.00,84078400.00,0.00,0.00,0.00,52800.00,0.00,80368000.00,0.00,0.00,78693650.00,80422850.00,0.00,0.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,84078400.00,0.00,0.00,0.00,52800.00,0.00,80368000.00,78691400.00,0.00,0.00,80420000.00,0.00,0.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57600.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,84078400.00,0.00,80416000.00,0.00,76800.00,0.00,80444600.00,0.00,0.00,78701650.00,0.00,0.00,0.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129600.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,84078400.00,0.00,80416000.00,0.00,76800.00,600.00,80444000.00,78698800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84048000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129600.00
58200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78693650.00,80422850.00,0.00,55650.00,0.00,80368000.00,0.00,84057250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00,0.00,78691400.00,0.00,0.00,80420000.00,0.00,52800.00,0.00,80368000.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,0.00,80444600.00,0.00,0.00,78693650.00,80416000.00,0.00,52800.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,0.00,600.00,80444000.00,78690800.00,0.00,0.00,80416000.00,0.00,52800.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,57600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84000000.00,0.00,0.00,0.00,53400.00,0.00,80368000.00,0.00,0.00,78693650.00,80422850.00,0.00,0.00,0.00,0.00,0.00,84054400.00,0.00,0.00,0.00
