0.00,30470406.25,106.25,30.00,106.25,0.00,0.00,23258900.00,106.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.25,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,40.00,106.25,20.00,10.00
30471255.00,0.00,30470000.00,300.00,30.00,300.00,0.00,300.00,21633300.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,40.00,0.00,20.00
25.00,30470950.00,0.00,30470406.25,0.00,30.00,0.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,40.00,0.00
5.00,320.00,30471250.00,0.00,30470000.00,0.00,330.00,0.00,300.00,0.00,21633300.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00,40.00
45.00,0.00,20.00,30470950.00,0.00,30470406.25,106.25,30.00,0.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00,0.00
0.00,340.00,0.00,20.00,30471255.00,0.00,30470300.00,0.00,30.00,300.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00
0.00,0.00,40.00,300.00,25.00,30471250.00,0.00,106.25,0.00,30.00,300.00,0.00,0.00,20855200.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00
23259740.00,300.00,0.00,40.00,5.00,20.00,10.00,0.00,31248400.00,300.00,30.00,0.00,0.00,0.00,23258900.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00
85.00,21633480.00,0.00,300.00,40.00,0.00,20.00,31248710.00,0.00,31248206.25,406.25,30.00,106.25,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,80.00,21633480.00,0.00,0.00,340.00,0.00,320.00,31248415.00,0.00,31248400.00,0.00,30.00,0.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,80.00,21633480.00,0.00,0.00,340.00,0.00,325.00,31248710.00,0.00,31248206.25,0.00,30.00,0.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00
0.00,300.00,0.00,80.00,21633480.00,0.00,0.00,40.00,5.00,20.00,31248410.00,0.00,31248400.00,300.00,30.00,300.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00,0.00
5.00,0.00,0.00,300.00,80.00,21633480.00,0.00,0.00,40.00,0.00,20.00,31248710.00,0.00,31248206.25,406.25,30.00,300.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,380.00,20856020.00,0.00,0.00,40.00,0.00,320.00,31248415.00,0.00,300.00,0.00,30.00,300.00,0.00,0.00,20855200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,380.00,23259740.00,0.00,0.00,40.00,0.00,325.00,310.00,0.00,31248206.25,0.00,30.00,300.00,0.00,0.00,23258900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,5.00,20.00,31248410.00,0.00,31248400.00,300.00,30.00,0.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,160.00
165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,0.00,20.00,31248710.00,0.00,31248206.25,406.25,30.00,106.25,0.00,0.00,21633300.00,106.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00
0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,0.00,320.00,31248415.00,0.00,31248400.00,0.00,30.00,0.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,0.00
0.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,0.00,325.00,31248710.00,0.00,31248206.25,0.00,30.00,0.00,0.00,0.00,21633300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00
0.00,300.00,0.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,21633480.00,0.00,0.00,40.00,5.00,20.00,31248410.00,0.00,31248400.00,300.00,30.00,300.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,300.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,20856020.00,0.00,0.00,45.00,0.00,20.00,31248710.00,0.00,106.25,406.25,30.00,300.00,0.00,0.00,20855200.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,23259740.00,0.00,0.00,40.00,0.00,320.00,15.00,0.00,31248400.00,0.00,30.00,300.00,0.00,0.00,23258900.00,300.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,21633480.00,0.00,0.00,40.00,0.00,325.00,31248710.00,0.00,31248206.25,0.00,30.00,300.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,21633480.00,0.00,0.00,340.00,5.00,20.00,31248410.00,0.00,31248400.00,300.00,30.00,0.00,0.00,0.00,21633300.00,300.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,21633480.00,0.00,0.00,340.00,0.00,20.00,31248710.00,0.00,31248206.25,406.25,30.00,106.25,0.00,0.00,21633300.00,300.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,21633480.00,0.00,0.00,340.00,0.00,320.00,31248415.00,0.00,31248400.00,0.00,30.00,0.00,0.00,0.00,21633300.00,300.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,21633480.00,0.00,0.00,340.00,0.00,325.00,31248710.00,0.00,31248206.25,0.00,30.00,0.00,0.00,0.00,21633300.00,300.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,20856020.00,0.00,0.00,40.00,5.00,20.00,31248410.00,0.00,300.00,300.00,30.00,300.00,0.00,0.00,20855200.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,380.00,23259740.00,0.00,0.00,40.00,0.00,20.00,310.00,0.00,28066406.25,406.25,30.00,300.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,40.00,0.00,320.00,28067235.00,0.00,28066600.00,0.00,30.00,300.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,40.00,0.00,325.00,28067530.00,0.00,28066406.25,0.00,30.00,300.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,5.00,20.00,28067230.00,0.00,28066600.00,300.00,30.00
35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,0.00,20.00,28067530.00,0.00,28066406.25,406.25
0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,21633480.00,0.00,0.00,340.00,0.00,320.00,28067235.00,0.00,28066600.00
0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,20856020.00,0.00,0.00,340.00,0.00,325.00,28067530.00,0.00
