0.00,29754210.14,123.19,0.00,123.19,0.00,0.00,0.00,123.19,21393043.48,0.00,0.00,0.00,0.00,0.00,0.00,123.19,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.19,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00,0.00,46.38,0.00,23.19,11.59
29755147.83,0.00,29753739.13,347.83,0.00,347.83,0.00,0.00,0.00,347.83,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00,0.00,46.38,0.00,23.19
28.99,29754794.20,0.00,29754210.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00,0.00,46.38,0.00
5.80,371.01,29755142.03,0.00,29753739.13,0.00,0.00,347.83,0.00,0.00,0.00,347.83,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00,0.00,46.38
52.17,0.00,23.19,29754794.20,0.00,29754210.14,123.19,0.00,0.00,0.00,0.00,0.00,0.00,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00,0.00
0.00,394.20,0.00,23.19,29755147.83,0.00,29753739.13,347.83,0.00,0.00,0.00,0.00,0.00,347.83,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00,0.00
0.00,0.00,46.38,0.00,28.99,29754794.20,0.00,29754210.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75,0.00
0.00,0.00,0.00,394.20,5.80,371.01,29755142.03,0.00,29753739.13,0.00,0.00,0.00,0.00,0.00,0.00,347.83,19508289.86,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.75
98.55,0.00,0.00,0.00,46.38,0.00,23.19,29754794.20,0.00,471.01,123.19,0.00,123.19,0.00,0.00,0.00,0.00,18606144.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21393971.01,440.58,0.00,0.00,0.00,46.38,0.00,23.19,365.22,0.00,30655884.06,347.83,0.00,347.83,0.00,0.00,0.00,0.00,21393043.48,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,255.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.83,0.00,0.00,0.00,0.00,0.00,185.51,0.00,0.00,0.00,0.00,0.00,0.00
