0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,0.00,750.00,975.00,0.00,650.00,0.00,0.00,0.00,0.00,0.00,350.00,650.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,850.00,0.00,1675.00,700.00,0.00,31.25,0.00,0.00,0.00,0.00,0.00,350.00,650.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,925.00,100.00,50.00,0.00,650.00,650.00,0.00,650.00,0.00,0.00,350.00
375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,100.00,700.00,0.00,31.25,681.25,0.00,681.25,0.00,0.00
0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,750.00,975.00,0.00,650.00,0.00,0.00,650.00,0.00
0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,200.00,0.00,1675.00,700.00,0.00,31.25,0.00,0.00,650.00
0.00,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,925.00,100.00,50.00,0.00,650.00,650.00,0.00
0.00,0.00,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,1775.00,0.00,100.00,700.00,0.00,31.25,681.25
0.00,0.00,0.00,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,0.00,750.00,975.00,0.00,650.00
0.00,0.00,0.00,0.00,0.00,0.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,0.00,0.00,0.00,850.00,0.00,1675.00,700.00,0.00
