0.00,99.15,4.24,13.56,11.02
98.31,0.00,94.92,88.14,13.56
16.95,94.92,0.00,11.02,88.14
3.39,101.69,6.78,0.00,94.92
10.17,0.00,101.69,94.92,0.00
